drug1,drug2,degree
利奈唑胺葡萄糖注射液,右旋糖酐铁片,1
利奈唑胺葡萄糖注射液,长春西汀注射液,1
利奈唑胺注射液,间苯三酚注射液,1
利奈唑胺注射液,维生素C片,1
利奈唑胺注射液,维生素C注射液,1
利奈唑胺注射液,盐酸异丙嗪注射液,1
利奈唑胺注射液,右旋糖酐铁片,1
利奈唑胺注射液,长春西汀注射液,1
利奈唑胺葡萄糖注射液,铝镁混悬液,5
利奈唑胺葡萄糖注射液,氢化可的松注射液,5
利奈唑胺葡萄糖注射液,紫杉醇注射液,5
利奈唑胺注射液,铝镁混悬液,5
利奈唑胺注射液,氢化可的松注射液,5
利奈唑胺注射液,紫杉醇注射液,5
利奈唑胺葡萄糖注射液,地西泮片,5
利奈唑胺葡萄糖注射液,地西泮注射液,5
利奈唑胺注射液,地西泮片,5
利奈唑胺注射液,地西泮注射液,5
利奈唑胺葡萄糖注射液,红霉素软膏,5
利奈唑胺葡萄糖注射液,红霉素眼膏,5
利奈唑胺注射液,红霉素软膏,5
利奈唑胺注射液,红霉素眼膏,5
硫酸镁注射液,丙泊酚注射液,2
硫酸镁注射液,钠钾镁钙葡萄糖注射液,7
硫酸镁注射液,葡萄糖酸钙注射液,7
硫酸镁注射液,盐酸多巴酚丁胺注射液,7
硫酸镁注射液,盐酸普鲁卡因注射液,7
硫酸镁注射液,地高辛片,3
硫酸镁注射液,异烟肼片,3
柳氮磺吡啶肠溶片,甲泼尼龙片,1
柳氮磺吡啶肠溶片,甲氨蝶呤注射液,6
螺内酯片,地高辛片,4
螺内酯片,氢氯噻嗪片,0
吗替麦考酚酯分散片,阿昔洛韦片,3
吗替麦考酚酯分散片,阿昔洛韦乳膏,3
吗替麦考酚酯分散片,注射用阿昔洛韦,3
吗替麦考酚酯胶囊,阿昔洛韦片,3
吗替麦考酚酯胶囊,阿昔洛韦乳膏,3
吗替麦考酚酯胶囊,注射用阿昔洛韦,3
吗替麦考酚酯分散片,缬沙坦胶囊,1
吗替麦考酚酯胶囊,缬沙坦胶囊,1
咪达唑仑注射液,阿奇霉素片,1
咪达唑仑注射液,注射用阿奇霉素,1
咪达唑仑注射液,阿瑞匹坦胶囊,3
咪达唑仑注射液,丙泊酚注射液,2
咪达唑仑注射液,泊沙康唑口服混悬液,3
咪达唑仑注射液,伏立康唑片,3
咪达唑仑注射液,注射用伏立康唑,3
咪达唑仑注射液,红霉素软膏,3
咪达唑仑注射液,红霉素眼膏,3
咪达唑仑注射液,甲硝唑氯化钠注射液,3
咪达唑仑注射液,铝镁混悬液,6
咪达唑仑注射液,氢化可的松注射液,6
咪达唑仑注射液,紫杉醇注射液,6
咪达唑仑注射液,西咪替丁注射液,3
复方甲氧那明胶囊,奥美拉唑肠溶胶囊,3
复方甲氧那明胶囊,奥美拉唑碳酸氢钠胶囊,3
尼莫地平片,西咪替丁注射液,3
尼莫地平片,芬太尼透皮贴剂,7
尼莫地平片,地高辛片,3
普罗布考片,环孢素软胶囊,4
盐酸普罗帕酮片,地高辛片,3
盐酸普罗帕酮片,西咪替丁注射液,3
氢氯噻嗪片,布洛芬颗粒,3
氢氯噻嗪片,氨酚羟考酮片,1
氢氯噻嗪片,氨酚曲马多片,1
氢氯噻嗪片,氨酚双氢可待因片,1
氢氯噻嗪片,对乙酰氨基酚缓释片,1
氢氯噻嗪片,酚麻美敏胶囊,1
氢氯噻嗪片,呋塞米片,2
氢氯噻嗪片,呋塞米注射液,2
氢氯噻嗪片,卡马西平片,2
氢氯噻嗪片,坎地沙坦酯片,1
氢氯噻嗪片,托伐普坦片,1
氢氯噻嗪片,缬沙坦胶囊,1
氢氯噻嗪片,奥美拉唑碳酸氢钠胶囊,6
氢氯噻嗪片,复方聚乙二醇电解质散,6
氢氯噻嗪片,间苯三酚注射液,6
氢氯噻嗪片,碳酸氢钠片,6
氢氯噻嗪片,碳酸氢钠注射液,6
氢氯噻嗪片,维生素C注射液,6
氢氯噻嗪片,胃铋镁颗粒,6
氢氯噻嗪片,阿司匹林肠溶片,4
氢氯噻嗪片,维生素AD软胶囊,4
氢氯噻嗪片,复方磺胺甲??f唑片,4
氢氯噻嗪片,醋酸钠林格注射液,3
氢氯噻嗪片,丁苯酞氯化钠注射液,3
氢氯噻嗪片,丁溴东莨菪碱注射液,3
氢氯噻嗪片,多索茶碱氯化钠注射液,3
氢氯噻嗪片,多索茶碱注射液,3
氢氯噻嗪片,呋塞米注射液,3
氢氯噻嗪片,氟康唑氯化钠注射液,3
氢氯噻嗪片,复方聚乙二醇电解质散,3
氢氯噻嗪片,复方氯化钠注射液,3
氢氯噻嗪片,肝素钠注射液,3
氢氯噻嗪片,格列吡嗪控释片,3
氢氯噻嗪片,甲钴胺注射液,3
氢氯噻嗪片,甲硝唑氯化钠注射液,3
氢氯噻嗪片,聚明胶肽注射液,3
氢氯噻嗪片,氯化钠注射液,3
氢氯噻嗪片,钠钾镁钙葡萄糖注射液,3
氢氯噻嗪片,葡萄糖氯化钠注射液,3
氢氯噻嗪片,葡萄糖酸钙锌口服溶液,3
氢氯噻嗪片,羟乙基淀粉130/0.4氯化钠注射液,3
氢氯噻嗪片,乳酸环丙沙星氯化钠注射液,3
氢氯噻嗪片,三磷酸腺苷二钠注射液,3
氢氯噻嗪片,生理氯化钠溶液,3
氢氯噻嗪片,舒洛地特注射液,3
氢氯噻嗪片,顺铂注射液,3
氢氯噻嗪片,维生素B注射液,3
氢氯噻嗪片,维生素B1注射液,3
氢氯噻嗪片,盐酸昂丹司琼注射液,3
氢氯噻嗪片,盐酸多巴胺注射液,3
氢氯噻嗪片,盐酸利多卡因注射液,3
氢氯噻嗪片,盐酸普鲁卡因注射液,3
氢氯噻嗪片,盐酸肾上腺素注射液,3
氢氯噻嗪片,盐酸托烷司琼注射液,3
氢氯噻嗪片,盐酸异丙嗪注射液,3
氢氯噻嗪片,重酒石酸间羟胺注射液,3
氢氯噻嗪片,重酒石酸去甲肾上腺素注射液,3
氢氯噻嗪片,注射用白眉蛇毒血凝酶,3
氢氯噻嗪片,注射用亚叶酸钙,3
秋水仙碱片,阿奇霉素片,1
秋水仙碱片,注射用阿奇霉素,1
秋水仙碱片,环孢素软胶囊,3
秋水仙碱片,辛伐他汀片,3
复方谷氨酰胺肠溶胶囊,咪达唑仑注射液,3
麝香保心丸,盐酸托烷司琼注射液,1
麝香保心丸,注射用特利加压素,1
瑞格列奈片,地高辛片,1
瑞格列奈片,非诺贝特胶囊,1
瑞格列奈片,环孢素软胶囊,3
瑞格列奈片,西咪替丁注射液,1
瑞格列奈片,注射用醋酸奥曲肽微球,0
瑞格列奈片,铝镁混悬液,0
瑞格列奈片,氢化可的松注射液,0
瑞格列奈片,紫杉醇注射液,0
硫酸沙丁胺醇吸入气雾剂,吸入用复方异丙托溴铵溶液,2
硫酸沙丁胺醇吸入气雾剂,吸入用异丙托溴铵溶液,2
沙格列汀片,盐酸吡格列酮片,1
沙格列汀片,盐酸二甲双胍片,1
沙格列汀片,辛伐他汀片,1
双嘧达莫片,氟尿嘧啶注射液,0
双嘧达莫片,甲氨蝶呤注射液,2
双嘧达莫片,西洛他唑片,2
双嘧达莫片,阿司匹林肠溶片,0
枸橼酸他莫昔芬片,依西美坦片,1
枸橼酸他莫昔芬片,西咪替丁注射液,4
碳酸钙片,乳酸环丙沙星氯化钠注射液,4
碳酸钙片,氧氟沙星滴眼液,1
碳酸钙片,维生素AD软胶囊,0
托伐普坦片,地高辛片,3
托拉塞米注射液,厄贝沙坦片,1
托拉塞米注射液,盐酸肾上腺素注射液,4
托拉塞米注射液,奥美拉唑碳酸氢钠胶囊,6
托拉塞米注射液,复方聚乙二醇电解质散,6
托拉塞米注射液,间苯三酚注射液,6
托拉塞米注射液,碳酸氢钠片,6
托拉塞米注射液,碳酸氢钠注射液,6
托拉塞米注射液,维生素C注射液,6
托拉塞米注射液,胃铋镁颗粒,6
托拉塞米注射液,铝镁混悬液,0
托拉塞米注射液,氢化可的松注射液,0
托拉塞米注射液,紫杉醇注射液,0
托拉塞米注射液,阿司匹林肠溶片,4
维格列汀片,盐酸吡格列酮片,1
维格列汀片,盐酸二甲双胍片,1
维格列汀片,地高辛片,1
维格列汀片,辛伐他汀片,1
维格列汀片,缬沙坦胶囊,1
维生素AD软胶囊,苯巴比妥片,4
西洛他唑片,普罗布考片,1
西洛他唑片,红霉素软膏,3
西洛他唑片,红霉素眼膏,3
西咪替丁注射液,阿普唑仑片,3
西咪替丁注射液,布洛芬颗粒,1
西咪替丁注射液,地高辛片,1
西咪替丁注射液,氨酚羟考酮片,1
西咪替丁注射液,氨酚曲马多片,1
西咪替丁注射液,氨酚双氢可待因片,1
西咪替丁注射液,对乙酰氨基酚缓释片,1
西咪替丁注射液,酚麻美敏胶囊,1
西咪替丁注射液,伏立康唑片,1
西咪替丁注射液,注射用伏立康唑,1
西咪替丁注射液,卡马西平片,1
西咪替丁注射液,拉莫三嗪片,1
西咪替丁注射液,复方利多卡因乳膏,1
西咪替丁注射液,氯雷他定片,1
西咪替丁注射液,注射用氯诺昔康,2
西咪替丁注射液,咪达唑仑注射液,1
西咪替丁注射液,硝苯地平控释片,2
西咪替丁注射液,硝苯地平片,2
西咪替丁注射液,依巴斯汀片,1
西咪替丁注射液,铝镁混悬液,1
西咪替丁注射液,氢化可的松注射液,1
西咪替丁注射液,紫杉醇注射液,1
西咪替丁注射液,阿司匹林肠溶片,0
西咪替丁注射液,环孢素软胶囊,3
西咪替丁注射液,盐酸甲氧氯普胺注射液,3
硝苯地平控释片,盐酸二甲双胍片,1
硝苯地平片,盐酸二甲双胍片,1
硝苯地平控释片,西咪替丁注射液,3
硝苯地平片,西咪替丁注射液,3
硝酸甘油注射液,阿司匹林肠溶片,0
硝酸甘油注射液,铝镁混悬液,4
硝酸甘油注射液,氢化可的松注射液,4
硝酸甘油注射液,紫杉醇注射液,4
缬沙坦胶囊,呋塞米片,1
缬沙坦胶囊,呋塞米注射液,1
缬沙坦胶囊,西咪替丁注射液,1
辛伐他汀片,吸入用布地奈德混悬液,0
辛伐他汀片,非诺贝特胶囊,1
辛伐他汀片,氟康唑胶囊,3
辛伐他汀片,氟康唑氯化钠注射液,3
辛伐他汀片,红霉素软膏,3
辛伐他汀片,红霉素眼膏,3
辛伐他汀片,环孢素软胶囊,3
辛伐他汀片,卡马西平片,3
辛伐他汀片,咪达唑仑注射液,1
辛伐他汀片,维格列汀片,1
辛伐他汀片,缬沙坦胶囊,1
复方消化酶胶囊,环孢素软胶囊,1
熊去氧胆酸软胶囊,环孢素软胶囊,1
复方消化酶胶囊,咪达唑仑注射液,1
熊去氧胆酸软胶囊,咪达唑仑注射液,1
复方消化酶胶囊,辛伐他汀片,2
熊去氧胆酸软胶囊,辛伐他汀片,2
溴吡斯的明片,硫酸沙丁胺醇吸入气雾剂,2
溴吡斯的明片,硫酸阿托品注射液,3
维生素B6注射液,硫酸阿托品注射液,0
维生素B6注射液,苯巴比妥片,3
维生素B6注射液,地高辛片,3
维生素B6注射液,肠内营养粉剂,5
依托考昔片,阿司匹林肠溶片,3
依托考昔片,芬太尼透皮贴剂,4
米曲菌胰酶片,奥美拉唑肠溶胶囊,1
米曲菌胰酶片,奥美拉唑碳酸氢钠胶囊,1
胰酶肠溶胶囊,奥美拉唑肠溶胶囊,1
胰酶肠溶胶囊,奥美拉唑碳酸氢钠胶囊,1
胰酶肠溶片,奥美拉唑肠溶胶囊,1
胰酶肠溶片,奥美拉唑碳酸氢钠胶囊,1
米曲菌胰酶片,环孢素软胶囊,2
胰酶肠溶胶囊,环孢素软胶囊,2
胰酶肠溶片,环孢素软胶囊,2
米曲菌胰酶片,奥美拉唑碳酸氢钠胶囊,4
米曲菌胰酶片,复方聚乙二醇电解质散,4
米曲菌胰酶片,间苯三酚注射液,4
米曲菌胰酶片,碳酸氢钠片,4
米曲菌胰酶片,碳酸氢钠注射液,4
米曲菌胰酶片,维生素C注射液,4
米曲菌胰酶片,胃铋镁颗粒,4
胰酶肠溶胶囊,奥美拉唑碳酸氢钠胶囊,4
胰酶肠溶胶囊,复方聚乙二醇电解质散,4
胰酶肠溶胶囊,间苯三酚注射液,4
胰酶肠溶胶囊,碳酸氢钠片,4
胰酶肠溶胶囊,碳酸氢钠注射液,4
胰酶肠溶胶囊,维生素C注射液,4
胰酶肠溶胶囊,胃铋镁颗粒,4
胰酶肠溶片,奥美拉唑碳酸氢钠胶囊,4
胰酶肠溶片,复方聚乙二醇电解质散,4
胰酶肠溶片,间苯三酚注射液,4
胰酶肠溶片,碳酸氢钠片,4
胰酶肠溶片,碳酸氢钠注射液,4
胰酶肠溶片,维生素C注射液,4
胰酶肠溶片,胃铋镁颗粒,4
米曲菌胰酶片,西咪替丁注射液,3
胰酶肠溶胶囊,西咪替丁注射液,3
胰酶肠溶片,西咪替丁注射液,3
米曲菌胰酶片,阿卡波糖片,5
胰酶肠溶胶囊,阿卡波糖片,5
胰酶肠溶片,阿卡波糖片,5
米曲菌胰酶片,盐酸吡格列酮片,5
胰酶肠溶胶囊,盐酸吡格列酮片,5
胰酶肠溶片,盐酸吡格列酮片,5
吸入用乙酰半胱氨酸溶液,乳酸环丙沙星氯化钠注射液,2
乙酰半胱氨酸颗粒,乳酸环丙沙星氯化钠注射液,2
吸入用乙酰半胱氨酸溶液,硝酸甘油注射液,3
乙酰半胱氨酸颗粒,硝酸甘油注射液,3
吸入用乙酰半胱氨酸溶液,复方消化酶胶囊,7
吸入用乙酰半胱氨酸溶液,胰酶肠溶胶囊,7
乙酰半胱氨酸颗粒,复方消化酶胶囊,7
乙酰半胱氨酸颗粒,胰酶肠溶胶囊,7
异烟肼片,阿司匹林肠溶片,3
多巴丝肼片,恩他卡朋片,1
多巴丝肼片,维生素B6片,3
多巴丝肼片,维生素B6注射液,3
左氧氟沙星滴眼液,环孢素软胶囊,3
左氧氟沙星氯化钠注射液,环孢素软胶囊,3
左氧氟沙星片,环孢素软胶囊,3
左氧氟沙星滴眼液,布洛芬颗粒,4
左氧氟沙星氯化钠注射液,布洛芬颗粒,4
左氧氟沙星片,布洛芬颗粒,4
硫酸阿托品注射液,异烟肼片,0
硫酸阿托品注射液,地高辛片,0
硫酸阿托品注射液,维生素B注射液,0
硫酸阿托品注射液,硫酸镁注射液,7
硫酸阿托品注射液,奥美拉唑碳酸氢钠胶囊,6
硫酸阿托品注射液,复方聚乙二醇电解质散,6
硫酸阿托品注射液,间苯三酚注射液,6
硫酸阿托品注射液,碳酸氢钠片,6
硫酸阿托品注射液,碳酸氢钠注射液,6
硫酸阿托品注射液,维生素C注射液,6
硫酸阿托品注射液,胃铋镁颗粒,6
硫酸阿托品注射液,盐酸甲氧氯普胺注射液,3
硫酸阿托品注射液,多巴丝肼片,4
硫酸阿托品注射液,硝酸异山梨酯片,4
硫酸阿托品注射液,地西泮片,4
硫酸阿托品注射液,地西泮注射液,4
硫酸阿托品注射液,注射用苯巴比妥钠,4
硫酸阿托品注射液,复方谷氨酰胺肠溶胶囊,3
硫酸阿托品注射液,铝镁混悬液,3
硫酸阿托品注射液,氢化可的松注射液,3
硫酸阿托品注射液,紫杉醇注射液,3
氨甲环酸注射液,注射用尿激酶,7
注射用奥沙利铂,醋酸钠林格注射液,7
注射用奥沙利铂,丁苯酞氯化钠注射液,7
注射用奥沙利铂,丁溴东莨菪碱注射液,7
注射用奥沙利铂,多索茶碱氯化钠注射液,7
注射用奥沙利铂,多索茶碱注射液,7
注射用奥沙利铂,呋塞米注射液,7
注射用奥沙利铂,氟康唑氯化钠注射液,7
注射用奥沙利铂,复方聚乙二醇电解质散,7
注射用奥沙利铂,复方氯化钠注射液,7
注射用奥沙利铂,肝素钠注射液,7
注射用奥沙利铂,格列吡嗪控释片,7
注射用奥沙利铂,甲钴胺注射液,7
注射用奥沙利铂,甲硝唑氯化钠注射液,7
注射用奥沙利铂,聚明胶肽注射液,7
注射用奥沙利铂,氯化钠注射液,7
注射用奥沙利铂,钠钾镁钙葡萄糖注射液,7
注射用奥沙利铂,葡萄糖氯化钠注射液,7
注射用奥沙利铂,葡萄糖酸钙锌口服溶液,7
注射用奥沙利铂,羟乙基淀粉130/0.4氯化钠注射液,7
注射用奥沙利铂,乳酸环丙沙星氯化钠注射液,7
注射用奥沙利铂,三磷酸腺苷二钠注射液,7
注射用奥沙利铂,生理氯化钠溶液,7
注射用奥沙利铂,舒洛地特注射液,7
注射用奥沙利铂,顺铂注射液,7
注射用奥沙利铂,维生素B注射液,7
注射用奥沙利铂,维生素B1注射液,7
注射用奥沙利铂,盐酸昂丹司琼注射液,7
注射用奥沙利铂,盐酸多巴胺注射液,7
注射用奥沙利铂,盐酸利多卡因注射液,7
注射用奥沙利铂,盐酸普鲁卡因注射液,7
注射用奥沙利铂,盐酸肾上腺素注射液,7
注射用奥沙利铂,盐酸托烷司琼注射液,7
注射用奥沙利铂,盐酸异丙嗪注射液,7
注射用奥沙利铂,重酒石酸间羟胺注射液,7
注射用奥沙利铂,重酒石酸去甲肾上腺素注射液,7
注射用奥沙利铂,注射用白眉蛇毒血凝酶,7
注射用奥沙利铂,注射用亚叶酸钙,7
注射用奥沙利铂,氟尿嘧啶注射液,7
胞磷胆碱钠注射液,多巴丝肼片,7
盐酸贝尼地平片,地高辛片,6
盐酸贝尼地平片,西咪替丁注射液,3
吡嗪酰胺片,秋水仙碱片,3
吡嗪酰胺片,环孢素软胶囊,3
丙戊酸钠缓释片,阿司匹林肠溶片,4
丙戊酸钠口服溶液,阿司匹林肠溶片,4
注射用丙戊酸钠,阿司匹林肠溶片,4
丙戊酸钠缓释片,双嘧达莫片,4
丙戊酸钠口服溶液,双嘧达莫片,4
注射用丙戊酸钠,双嘧达莫片,4
丙戊酸钠缓释片,氯硝西泮片,3
丙戊酸钠口服溶液,氯硝西泮片,3
注射用丙戊酸钠,氯硝西泮片,3
丙戊酸钠缓释片,氟哌啶醇注射液,3
丙戊酸钠口服溶液,氟哌啶醇注射液,3
注射用丙戊酸钠,氟哌啶醇注射液,3
丙戊酸钠缓释片,盐酸阿米替林片,3
丙戊酸钠口服溶液,盐酸阿米替林片,3
注射用丙戊酸钠,盐酸阿米替林片,3
丙戊酸钠缓释片,卡马西平片,3
丙戊酸钠口服溶液,卡马西平片,3
注射用丙戊酸钠,卡马西平片,3
醋酸钙胶囊,维生素AD软胶囊,2
醋酸钙片,维生素AD软胶囊,2
碘海醇注射液,盐酸二甲双胍片,4
盐酸多柔比星脂质体注射液,注射用环磷酰胺,0
盐酸多柔比星脂质体注射液,氟尿嘧啶注射液,0
盐酸多柔比星脂质体注射液,甲氨蝶呤注射液,0
盐酸多柔比星脂质体注射液,顺铂注射液,0
盐酸多柔比星脂质体注射液,注射用顺铂,0
多索茶碱氯化钠注射液,乳酸环丙沙星氯化钠注射液,1
多索茶碱片,乳酸环丙沙星氯化钠注射液,1
多索茶碱注射液,乳酸环丙沙星氯化钠注射液,1
多西他赛注射液,顺铂注射液,6
多西他赛注射液,注射用顺铂,6
复方泛影葡胺注射液,盐酸二甲双胍片,4
复方泛影葡胺注射液,铝镁混悬液,3
复方泛影葡胺注射液,氢化可的松注射液,3
复方泛影葡胺注射液,紫杉醇注射液,3
酚磺乙胺注射液,注射用纤溶酶,4
酚酞片,奥美拉唑碳酸氢钠胶囊,2
酚酞片,复方聚乙二醇电解质散,2
酚酞片,间苯三酚注射液,2
酚酞片,碳酸氢钠片,2
酚酞片,碳酸氢钠注射液,2
酚酞片,维生素C注射液,2
酚酞片,胃铋镁颗粒,2
伏格列波糖片,盐酸肾上腺素注射液,3
氟比洛芬酯注射液,甲氨蝶呤注射液,4
氟比洛芬酯注射液,呋塞米片,4
氟比洛芬酯注射液,呋塞米注射液,4
氟比洛芬酯注射液,氧氟沙星滴眼液,4
氟伐他汀钠缓释片,红霉素软膏,4
氟伐他汀钠缓释片,红霉素眼膏,4
氟伐他汀钠缓释片,西咪替丁注射液,3
氟伐他汀钠缓释片,奥美拉唑肠溶胶囊,3
氟伐他汀钠缓释片,奥美拉唑碳酸氢钠胶囊,3
氟尿嘧啶注射液,顺铂注射液,0
氟尿嘧啶注射液,注射用顺铂,0
氟尿嘧啶注射液,甲氨蝶呤注射液,3
氟尿嘧啶注射液,注射用亚叶酸钙,0
氟尿嘧啶注射液,西咪替丁注射液,6
福辛普利钠片,螺内酯片,4
复方磺胺甲??f唑片,环孢素软胶囊,6
盐酸乐卡地平片,红霉素软膏,4
盐酸乐卡地平片,红霉素眼膏,4
盐酸乐卡地平片,环孢素软胶囊,4
盐酸乐卡地平片,咪达唑仑注射液,4
盐酸乐卡地平片,铝镁混悬液,4
盐酸乐卡地平片,氢化可的松注射液,4
盐酸乐卡地平片,紫杉醇注射液,4
利福喷丁胶囊,铝镁混悬液,6
利福喷丁胶囊,氢化可的松注射液,6
利福喷丁胶囊,紫杉醇注射液,6
利福喷丁胶囊,异烟肼片,6
利福喷丁胶囊,氨茶碱片,3
利福喷丁胶囊,氨茶碱注射液,3
利福喷丁胶囊,复方甲氧那明胶囊,3
利福喷丁胶囊,环孢素软胶囊,3
利福喷丁胶囊,盐酸普罗帕酮片,3
利福喷丁胶囊,复方磺胺甲??f唑片,3
利福喷丁胶囊,注射用环磷酰胺,3
硫辛酸胶囊,顺铂注射液,3
硫辛酸胶囊,注射用顺铂,3
硫辛酸注射液,顺铂注射液,3
硫辛酸注射液,注射用顺铂,3
铝碳酸镁片,乳酸环丙沙星氯化钠注射液,4
铝碳酸镁片,氧氟沙星滴眼液,4
铝碳酸镁片,地高辛片,4
铝碳酸镁片,铝碳酸镁片,3
醋酸钠林格注射液,环孢素软胶囊,4
复方聚乙二醇电解质散,环孢素软胶囊,4
复方氯化钠注射液,环孢素软胶囊,4
聚明胶肽注射液,环孢素软胶囊,4
氯化钾缓释片,环孢素软胶囊,4
钠钾镁钙葡萄糖注射液,环孢素软胶囊,4
乳酸钠林格注射液,环孢素软胶囊,4
氯雷他定片,西咪替丁注射液,4
注射用氯诺昔康,阿司匹林肠溶片,4
注射用氯诺昔康,地高辛片,4
氯硝西泮片,西咪替丁注射液,4
氯硝西泮片,异烟肼片,3
氯硝西泮片,地高辛片,3
注射用尿激酶,阿司匹林肠溶片,4
注射用哌拉西林钠他唑巴坦钠,妥布霉素滴眼液,5
注射用哌拉西林钠他唑巴坦钠,妥布霉素地塞米松滴眼液,5
注射用培美曲塞二钠,肠内营养粉剂,4
注射用培美曲塞二钠,阿司匹林肠溶片,3
注射用培美曲塞二钠,布洛芬颗粒,3
钠钾镁钙葡萄糖注射液,维生素AD软胶囊,0
葡萄糖酸钙注射液,维生素AD软胶囊,0
钠钾镁钙葡萄糖注射液,铝镁混悬液,3
钠钾镁钙葡萄糖注射液,氢化可的松注射液,3
钠钾镁钙葡萄糖注射液,紫杉醇注射液,3
葡萄糖酸钙注射液,铝镁混悬液,3
葡萄糖酸钙注射液,氢化可的松注射液,3
葡萄糖酸钙注射液,紫杉醇注射液,3
普瑞巴林胶囊,铝镁混悬液,0
普瑞巴林胶囊,氢化可的松注射液,0
普瑞巴林胶囊,紫杉醇注射液,0
氢化可的松注射液,氨酚羟考酮片,6
氢化可的松注射液,氨酚曲马多片,6
氢化可的松注射液,氨酚双氢可待因片,6
氢化可的松注射液,对乙酰氨基酚缓释片,6
氢化可的松注射液,酚麻美敏胶囊,6
氢化可的松注射液,硫酸阿托品注射液,4
氢化可的松注射液,异烟肼片,3
酚麻美敏胶囊,铝镁混悬液,3
酚麻美敏胶囊,氢化可的松注射液,3
酚麻美敏胶囊,紫杉醇注射液,3
注射用曲妥珠单抗,紫杉醇注射液,3
注射用曲妥珠单抗,顺铂注射液,3
注射用曲妥珠单抗,注射用顺铂,3
注射用曲妥珠单抗,盐酸多柔比星脂质体注射液,3
注射用曲妥珠单抗,注射用环磷酰胺,3
去乙酰毛花苷注射液,柳氮磺吡啶肠溶片,3
去乙酰毛花苷注射液,红霉素软膏,4
去乙酰毛花苷注射液,红霉素眼膏,4
去乙酰毛花苷注射液,盐酸甲氧氯普胺注射液,4
去乙酰毛花苷注射液,螺内酯片,3
炔诺酮片,苯巴比妥片,3
炔诺酮片,氨酚羟考酮片,3
炔诺酮片,氨酚曲马多片,3
炔诺酮片,氨酚双氢可待因片,3
炔诺酮片,对乙酰氨基酚缓释片,3
炔诺酮片,酚麻美敏胶囊,3
葡萄糖酸钙注射液,维生素AD软胶囊,2
瑞舒伐他汀钙片,红霉素软膏,3
瑞舒伐他汀钙片,红霉素眼膏,3
瑞舒伐他汀钙片,环孢素软胶囊,3
瑞舒伐他汀钙片,地高辛片,3
盐酸肾上腺素注射液,缩宫素注射液,7
注射用美洛西林钠舒巴坦钠,阿司匹林肠溶片,6
注射用头孢哌酮钠舒巴坦钠,阿司匹林肠溶片,6
顺铂注射液,甲氨蝶呤注射液,6
注射用顺铂,甲氨蝶呤注射液,6
顺铂注射液,秋水仙碱片,4
注射用顺铂,秋水仙碱片,4
奥美拉唑碳酸氢钠胶囊,多巴丝肼片,0
复方聚乙二醇电解质散,多巴丝肼片,0
间苯三酚注射液,多巴丝肼片,0
碳酸氢钠片,多巴丝肼片,0
碳酸氢钠注射液,多巴丝肼片,0
维生素C注射液,多巴丝肼片,0
胃铋镁颗粒,多巴丝肼片,0
头孢地尼胶囊,铝镁混悬液,7
头孢地尼胶囊,氢化可的松注射液,7
头孢地尼胶囊,紫杉醇注射液,7
注射用头孢呋辛钠,硫酸阿米卡星注射液,7
注射用头孢呋辛钠,妥布霉素滴眼液,7
注射用头孢呋辛钠,妥布霉素地塞米松滴眼液,7
注射用头孢呋辛钠,氨茶碱片,7
注射用头孢呋辛钠,氨茶碱注射液,7
注射用头孢呋辛钠,复方甲氧那明胶囊,7
注射用头孢呋辛钠,醋酸钠林格注射液,7
注射用头孢呋辛钠,复方氯化钠注射液,7
注射用头孢呋辛钠,聚明胶肽注射液,7
注射用头孢呋辛钠,乳酸钠林格注射液,7
注射用头孢呋辛钠,钠钾镁钙葡萄糖注射液,7
注射用头孢呋辛钠,葡萄糖酸钙注射液,7
注射用头孢呋辛钠,复方利多卡因乳膏,7
注射用头孢呋辛钠,铝镁混悬液,7
注射用头孢呋辛钠,氢化可的松注射液,7
注射用头孢呋辛钠,紫杉醇注射液,7
头孢呋辛酯片,硫酸阿米卡星注射液,7
头孢呋辛酯片,妥布霉素滴眼液,7
头孢呋辛酯片,妥布霉素地塞米松滴眼液,7
头孢呋辛酯片,氨茶碱片,7
头孢呋辛酯片,氨茶碱注射液,7
头孢呋辛酯片,复方甲氧那明胶囊,7
头孢呋辛酯片,醋酸钠林格注射液,7
头孢呋辛酯片,复方氯化钠注射液,7
头孢呋辛酯片,聚明胶肽注射液,7
头孢呋辛酯片,乳酸钠林格注射液,7
头孢呋辛酯片,钠钾镁钙葡萄糖注射液,7
头孢呋辛酯片,葡萄糖酸钙注射液,7
头孢呋辛酯片,复方利多卡因乳膏,7
头孢呋辛酯片,铝镁混悬液,7
头孢呋辛酯片,氢化可的松注射液,7
头孢呋辛酯片,紫杉醇注射液,7
注射用头孢哌酮钠舒巴坦钠,妥布霉素滴眼液,6
注射用头孢哌酮钠舒巴坦钠,妥布霉素地塞米松滴眼液,6
注射用头孢哌酮钠舒巴坦钠,氨茶碱片,7
注射用头孢哌酮钠舒巴坦钠,氨茶碱注射液,7
注射用头孢哌酮钠舒巴坦钠,复方甲氧那明胶囊,7
注射用头孢哌酮钠舒巴坦钠,铝镁混悬液,7
注射用头孢哌酮钠舒巴坦钠,氢化可的松注射液,7
注射用头孢哌酮钠舒巴坦钠,紫杉醇注射液,7
注射用头孢曲松钠,红霉素软膏,7
注射用头孢曲松钠,红霉素眼膏,7
注射用头孢曲松钠,双氯芬酸二乙胺乳胶剂,7
