drug1,drug2,degree
雷尼替丁,氯吡格雷,1
雷尼替丁,氯诺昔康,1
雷尼替丁,洛匹那韦,1
雷尼替丁,咪达唑仑,1
雷尼替丁,莫西沙星,1
雷尼替丁,奈必洛尔,1
雷尼替丁,泼尼松,1
雷尼替丁,普拉格雷,1
雷尼替丁,普鲁卡因胺,1
雷尼替丁,齐多夫定,1
雷尼替丁,酮康唑,1
雷尼替丁,头孢氨苄,1
雷尼替丁,妥卡尼,1
雷尼替丁,西苯唑啉,1
雷尼替丁,硝苯地平,1
雷尼替丁,依曲韦林,1
雷尼替丁,乙醇,1
雷尼替丁,吲哚美辛,1
雷尼替丁,左甲状腺素,1
雷尼替丁,华法林,3
雷尼替丁,利多卡因,3
雷尼替丁,地西泮,3
雷尼替丁,普萘洛尔,3
雷尼替丁,苯妥英钠,3
雷尼替丁,维生素B12,3
雷尼替丁,氨苯蝶啶,3
雷尼替丁,依诺沙星,1
氨力农,右旋糖酐,7
雷诺嗪,他克莫司,3
雷诺嗪,辛伐他汀,2
雷沙吉兰,艾司西酞普兰,1
利奥西呱,华法林,1
利巴韦林,嘌呤饮食,3
利巴韦林,齐多夫定,1
利巴韦林,去羟肌苷,6
利多卡因,胺碘酮,3
利多卡因,奥美拉唑,1
利多卡因,丙泊酚,1
利多卡因,氟伏沙明,7
利多卡因,红霉素,2
利多卡因,环丙沙星,3
利多卡因,吗啡,2
利多卡因,咪达唑仑,2
利多卡因,七氟烷,1
利多卡因,伊柏康唑,1
利多卡因,苯巴比妥,3
利多卡因,苯妥英钠,3
利多卡因,戊巴比妥,7
利多卡因,普鲁卡因胺,3
利多卡因,异丙肾上腺素,4
利多卡因,去甲肾上腺素,4
利多卡因,西咪替丁,3
利福布汀,阿扎那韦,2
利福布汀,沙奎那韦,2
利福平,阿利吉仑,3
利福平,阿扎那韦,2
利福平,吡喹酮,3
利福平,波生坦,3
利福平,泊沙康唑,3
利福平,地磷莫司,3
利福平,地塞米松,3
利福平,多拉司琼,2
利福平,二甲双胍,0
利福平,非索非那定,3
利福平,氟康唑,3
利福平,吉非替尼,3
利福平,吉格列汀,3
利福平,卡泊芬净,1
利福平,奎宁,3
利福平,拉莫三嗪,3
利福平,拉替拉韦,3
利福平,雷尼替丁,3
利福平,利奈唑胺,2
利福平,氯胺酮,3
利福平,罗哌卡因,3
利福平,洛匹那韦,3
利福平,米罗那非,3
利福平,尼洛替尼,3
利福平,普伐他汀,3
利福平,普拉格雷,1
利福平,羟考酮,3
利福平,氢氧化铝,1
利福平,他莫昔芬,3
利福平,托瑞米芬,3
利福平,西罗莫司,3
利福平,伊马替尼,3
利福平,伊立替康,2
利福平,伊曲康唑,3
利福平,依维莫司,3
利福平,茚地那韦,3
利福平,乙醇,6
利福平,对氨基水杨酸盐,3
利福平,异烟肼,6
利福平,乙醇丁胺,4
利福平,氨茶碱,3
利福平,茶碱,3
利福平,氯霉素,3
利福平,氯贝丁酯,3
利福平,维拉帕米,3
利福平,妥卡尼,3
利福平,普罗帕酮,3
利福平,甲氧苄啶,3
利福平,香豆素,3
利福平,促皮质素,3
利福平,氨苯砜,3
利福平,丙吡胺,3
利福平,奎尼丁,3
利福平,达卡巴嗪,3
利福平,环磷酰胺,3
利福平,地西泮,3
利福平,苯妥因,3
利福平,左旋甲状腺素,3
利福平,美沙酮,3
利福平,美西律,3
利福平,丙磺舒,6
利福平,氯苯酚嗪,4
利福平,咪康唑,6
利福平,酮康唑,6
利福平,环孢素,7
利福平,洋地黄毒苷,7
利福平,华法林,7
利格列汀,吡格列酮,1
利格列汀,地高辛,1
利格列汀,二甲双胍,1
利格列汀,格列本脲,1
利格列汀,华法林,1
利格列汀,炔雌醇,1
利格列汀,辛伐他汀,1
利拉鲁肽,对乙酰氨基酚,1
利奈唑胺,苯丙醇胺,1
利奈唑胺,哌替啶,0
利奈唑胺,维生素C,1
利奈唑胺,维生素E,1
利奈唑胺,伪麻黄碱,1
利奈唑胺,乙醇,5
利奈唑胺,两性霉素B,5
利奈唑胺,氯丙嗪,5
利奈唑胺,地西泮,5
利奈唑胺,红霉素,5
利奈唑胺,喷他脒,5
利奈唑胺,苯妥英,5
利尿药,华法林,1
利培酮,苯妥英,2
利培酮,丙磺舒,1
利培酮,多奈哌弃,1
利培酮,氟伏沙明,1
利培酮,加兰他敏,1
利培酮,卡巴拉汀,1
利培酮,喹硫平,1
利培酮,利福平,3
利培酮,帕罗西汀,3
利培酮,舍曲林,1
利培酮,维拉帕米,3
利培酮,伊曲康唑,3
利培酮,氯氮平,4
利培酮,吩噻嗪,3
利培酮,乙醇,3
利托那韦,丹诺普韦,3
利托那韦,曲安西龙,3
利托那韦,阿普唑仑,7
利托那韦,安非他酮,7
利托那韦,胺碘酮,7
利托那韦,阿咪唑,7
利托那韦,苄替地尔,7
利托那韦,西沙必利,7
利托那韦,氯拉折帕,7
利托那韦,氯氮平,7
利托那韦,右丙氧芬,7
利托那韦,地西泮,7
利托那韦,二氢麦角胺,7
利托那韦,恩卡胺,7
利托那韦,舒乐安定,7
利托那韦,麦角胺,7
利托那韦,氟膏胺,7
利托那韦,氟西泮,7
利托那韦,咪达唑仑,7
利托那韦,哌替啶,7
利托那韦,匹莫齐特,7
利托那韦,吡罗昔康,7
利托那韦,普罗帕酮,7
利托那韦,奎尼丁,7
利托那韦,利福布丁,7
利托那韦,特非那定,7
利托那韦,三唑仑,7
利托那韦,左吡登,7
利托那韦,苯巴比妥,3
利托那韦,苯妥因,3
利托那韦,利福平,3
利托那韦,华法林,0
利托那韦,环孢素,0
利托那韦,卡马西平,0
利托那韦,紫杉醇,0
利托那韦,茶碱,3
利托那韦,炔雌醇,3
利托那韦,地塞米松,4
利托那韦,伊曲康唑,4
利托那韦,酮康唑,4
利托那韦,氯雷他定,4
利托那韦,美沙酮,4
利托那韦,奈法唑酮,4
利托那韦,奎宁,4
利托那韦,舍曲林,4
利托那韦,克拉霉素,4
利托那韦,齐多夫定,4
利托那韦,去羟肌苷,4
利托那韦,氟康唑,0
利托那韦,茚地那韦,3
利妥昔单抗,血浆,2
利扎曲普坦,吗氯贝胺,3
利扎曲普坦,美托洛尔,1
利扎曲普坦,纳多洛尔,1
利扎曲普坦,普萘洛尔,3
联苯双酯,他林洛尔,2
流感疫苗,干扰素γ,2
硫酸镁,阿曲库铵,2
硫酸镁,丙泊酚,2
硫酸镁,罗库溴铵,2
硫酸镁,曲马多,2
硫酸镁,维库溴铵,2
硫酸镁,新斯的明,2
硫酸镁,硫酸多黏菌素B,7
硫酸镁,硫酸链霉素,7
硫酸镁,葡萄糖酸钙,7
硫酸镁,盐酸多巴酚丁胺,7
硫酸镁,盐酸普鲁卡因,7
硫酸镁,青霉素,7
硫酸镁,萘夫西林,7
硫酸镁,氯氮革,3
硫酸镁,氯丙嗪,3
硫酸镁,双香豆素,3
硫酸镁,地高辛,3
硫酸镁,异烟肼,3
硫酸镁,四环素,3
硫酸亚铁,环丙沙星,4
硫酸亚铁,甲基多巴,2
硫酸亚铁,莫西沙星,3
硫酸亚铁,诺氟沙星,4
硫酸亚铁,氧氟沙星,4
硫酸亚铁,左甲状腺素,3
硫酸亚铁,左旋多巴,3
硫酸亚铁,鞣酸,4
硫酸亚铁,西咪替丁,4
硫酸亚铁,去铁胺,4
硫酸亚铁,二巯丙醇,4
硫酸亚铁,胰酶,4
硫酸亚铁,胰脂肪酶,4
硫酸亚铁,维生素C,2
硫糖铝,阿司匹林,2
硫糖铝,吡罗昔康,1
硫糖铝,氟罗沙星,3
硫糖铝,环丙沙星,3
硫糖铝,甲硝唑,1
硫糖铝,奎尼丁,2
硫糖铝,罗格列酮,1
硫糖铝,莫西沙星,3
硫糖铝,萘普生,1
硫糖铝,泼尼松,1
硫糖铝,酮康唑,4
硫糖铝,氧氟沙星,3
硫糖铝,左氧氟沙星,1
硫糖铝,华法林,6
硫糖铝,地高辛,6
硫糖铝,洛美沙星,6
硫糖铝,诺氟沙星,6
硫糖铝,司帕沙星,6
硫糖铝,苯妥英,6
硫糖铝,布洛芬,6
硫糖铝,吲哚美辛,6
硫糖铝,氨茶碱,6
硫糖铝,甲状腺素,6
硫糖铝,脂溶性维生素,4
硫糖铝,四环素,4
硫糖铝,阿米替林,3
硫糖铝,多酶片,5
硫唑嘌呤,巴利昔单抗,1
硫唑嘌呤,别嘌醇,3
硫唑嘌呤,利巴韦林,6
硫唑嘌呤,美沙拉嗪,1
柳氮磺吡啶,甲泼尼龙,1
柳氮磺吡啶,硫唑嘌呤,1
柳氮磺吡啶,齐留通,1
柳氮磺吡啶,益生菌,1
柳氮磺吡啶,尿碱化,4
柳氮磺吡啶,氨基苯甲酸,5
柳氮磺吡啶,甲氨蝶呤,6
柳氮磺吡啶,苯妥英钠,6
柳氮磺吡啶,硫喷妥钠,6
柳氮磺吡啶,乌洛托品,7
柳氮磺吡啶,叶酸,3
柳氮磺吡啶,丙磺舒,3
柳氮磺吡啶,新霉素,3
柳氮磺吡啶,维生素K,3
柳氮磺吡啶,保泰松,0
柳氮磺吡啶,磺吡酮,6
六昧地黄丸,奥美拉唑,1
六昧地黄丸,咪达唑仑,1
六昧地黄丸,右美沙芬,1
卢索替尼,红霉素,3
卢索替尼,利福平,3
卢索替尼,酮康唑,3
罗氟司特,福莫特罗,1
罗氟司特,华法林,1
罗咯茶碱,咪达唑仑,1
罗格列酮,非诺贝特,2
罗格列酮,吉非贝齐,3
罗格列酮,甲氧苄啶,2
罗格列酮,利福平,3
罗格列酮,酮康唑,3
罗格列酮,格列本脲,1
罗格列酮,阿卡波糖,1
罗格列酮,硝苯地平,1
罗格列酮,地高辛,1
罗格列酮,华法林,1
罗格列酮,乙醇,1
罗格列酮,雷尼替丁,1
罗格列酮,二甲双胍,1
罗哌卡因,昂丹司琼,1
罗哌卡因,苯巴比妥,3
罗哌卡因,苯妥英钠,3
罗哌卡因,戊巴比妥,7
罗哌卡因,普鲁卡因胺,3
罗哌卡因,异丙肾上腺素,4
罗哌卡因,去甲肾上腺素,4
罗哌卡因,西咪替丁,3
罗替高汀,左旋多巴,1
螺内酯,ACEI,1
螺内酯,ARB,1
螺内酯,阿米洛利,3
螺内酯,地高辛,4
螺内酯,吲哚美辛,6
螺内酯,多巴胺,0
螺内酯,葡萄糖胰岛素,4
螺内酯,考来烯胺,6
螺内酯,甘珀酸钠,3
螺内酯,氢氯噻嗪,0
螺内酯,环孢素A,4
螺内酯,氯化铵,6
螺内酯,依普利酮,7
螺内酯,三氧化二砷,4
螺内酯,氟哌利多,4
螺内酯,左醋美沙多,4
螺内酯,索他洛尔,4
螺内酯,锂盐,3
螺内酯,氯磺丙脲,4
螺内酯,华法林,3
洛伐他汀,阿利吉仑,1
洛伐他汀,苯扎贝特,1
洛伐他汀,红霉素,3
洛伐他汀,华法林,1
洛伐他汀,吉非贝齐,3
洛伐他汀,氯吡格雷,1
洛伐他汀,葡萄柚汁,3
洛伐他汀,维拉帕米,3
洛哌丁胺,甲氧苄啶,2
洛伐他汀,西洛他唑,3
洛哌丁胺,利托那韦,3
洛哌丁胺,去氨加压素,3
洛伐他汀,环孢素,4
洛伐他汀,阿奇霉素,4
洛伐他汀,克拉霉素,4
洛伐他汀,达那唑,4
洛伐他汀,伊曲康唑,4
洛伐他汀,吉非罗齐,4
洛伐他汀,烟酸,4
洛哌丁胺,沙奎那韦,2
洛伐他汀,考来替泊,3
洛伐他汀,考来烯胺,3
洛哌丁胺,他立喹达,1
洛哌丁胺,替拉那韦,2
洛哌丁胺,伊曲康唑,3
洛匹那韦/利托那韦,蒿甲醚,2
洛匹那韦/利托那韦,奎宁,2
洛匹那韦/利托那韦,利福布汀,2
洛匹那韦/利托那韦,匹伐他汀,1
氯胺酮,吗啡,2
氯胺酮,噻氯匹定,2
氯胺酮,伊曲康唑,1
氯胺酮,甲状腺素,4
氯巴占,奥卡西平,1
氯巴占,奥美拉唑,1
氯巴占,苯妥英,1
氯巴占,丙戊酸,1
氯巴占,非尔氨酯,2
氯巴占,甲苯磺丁脲,1
氯巴占,咖啡因,1
氯巴占,拉莫三嗪,1
氯巴占,咪达唑仑,1
氯巴占,酮康唑,1
氯巴占,右美沙芬,3
氯巴占,卡马西平,3
氯巴占,苯巴比妥,3
氯巴占,苯妥英钠,3
氯贝丁酯,布洛芬,1
氯贝丁酯,呋塞米,3
氯贝丁酯,普伐他汀,5
氯贝丁酯,辛伐他汀,5
氯贝丁酯,苯妥英钠,0
氯贝丁酯,甲苯磺丁脲,0
氯吡格雷,埃索美拉唑,3
氯吡格雷,奥美拉唑,3
氯吡格雷,氟西汀,3
氯吡格雷,兰索拉唑,3
氯吡格雷,雷贝拉唑,3
氯吡格雷,去氨加压素,2
氯吡格雷,瑞舒伐他汀,1
氯吡格雷,酮康唑,3
氯吡格雷,烟草,2
氯吡格雷,银杏,1
氯吡格雷,右兰索拉唑,3
氯吡格雷,阿司匹林,3
氯吡格雷,肝素,3
氯吡格雷,苯妥英钠,4
氯吡格雷,他莫昔芬,4
氯吡格雷,甲苯磺丁脲,4
氯吡格雷,华法林,4
氯吡格雷,托拉塞米,4
氯吡格雷,氟伐他汀,4
氯氮平,阿立哌唑,1
氯氮平,氨磺必利,1
氯氮平,丙戊酸,1
氯氮平,红霉素,3
氯氮平,环丙沙星,3
氯氮平,可卡因,2
氯氮平,拉莫三嗪,1
氯氮平,利培酮,1
氯氮平,米氮平,1
氯氮平,奈法唑酮,1
氯氮平,哌仑西平,1
氯氮平,舒必利,2
氯氮平,文拉法辛,1
氯氮平,西酞普兰,1
氯氮平,烟草,3
氯氮平,伊曲康唑,3
氯氮平,地高辛,3
氯氮平,肝素,3
氯氮平,苯妥英,3
氯氮平,华法林,3
氯氮平,苯妥英钠,3
氯氮平,氯霉素,3
氯氮平,青霉胺,3
氯氮平,碳酸锂,4
氯氮平,氟伏沙明,4
氯氮平,氟西汀,4
氯氮平,帕罗西汀,4
氯氮平,舍曲林,4
氯氮平,乙醇,3
氯氮平,卡马西平,7
氯磺丙脲,别嘌醇,3
氯磺丙脲,拉米夫定,3
氯磺丙脲,利福平,3
氯磺丙脲,氯贝丁酯,3
氯磺丙脲,奈韦拉平,1
氯磺丙脲,双香豆素,3
氯磺丙脲,司他夫定,3
氯磺丙脲,乙醇,7
氯磺丙脲,氯霉素,1
氯磺丙脲,胍乙啶,1
氯磺丙脲,胰岛素,1
氯磺丙脲,保泰松,1
氯磺丙脲,羟保泰松,1
氯磺丙脲,丙磺舒,1
氯磺丙脲,水杨酸盐,1
氯磺丙脲,肾上腺素,3
氯磺丙脲,苯妥英钠,3
氯磺丙脲,甲状腺素,3
氯霉素,伏立康唑,2
氯霉素,他克莫司,2
氯霉素,叶酸,6
氯霉素,维生素B12,6
氯霉素,秋水仙碱,3
氯霉素,羟基保泰松,3
氯霉素,保泰松,3
氯霉素,青霉胺,3
氯霉素,苯巴比妥,4
氯霉素,利福平,4
氯霉素,甲苯磺丁脲,4
氯霉素,双香豆素,4
氯噻酮,阿替洛尔,2
氯噻酮,硝苯地平,2
氯噻酮,考来烯胺,4
氯噻酮,多巴胺,3
氯噻酮,胺碘酮,4
氯噻酮,乌洛托品,3
氯噻酮,碳酸氢钠,6
氯沙坦,布可隆,3
氯沙坦,氟伐他汀,1
氯沙坦,氟康唑,3
氯沙坦,华法林,1
氯沙坦,伊曲康唑,1
马拉韦罗,依曲韦林,2
马帕木单抗,紫杉醇,1
马昔腾坦,环孢素,1
马昔腾坦,利福平,3
吗啡,罗哌卡因,1
吗啡,胍乙啶,4
吗啡,美卡拉明,4
吗啡,金刚烷胺,4
吗啡,溴隐亭,4
吗啡,左旋多巴,4
吗啡,利多卡因,4
吗啡,普鲁卡因胺,4
吗啡,奎尼丁,4
吗啡,亚硝酸盐,4
吗啡,氮芥,6
吗啡,环磷酰胺,6
吗啡,西咪替丁,4
吗啡,二甲双胍,6
吗啡,生长抑素,3
吗啡,利福平,3
吗啡,利福不汀,3
吗啡,美西律,3
吗啡,艾司洛尔,3
吗啡,纳洛酮,3
吗啡,烯丙吗啡,3
吗啡,纳曲酮,5
吗啡,卡马西平,5
吗啡,香草醛,0
吗啡,氨茶碱,4
吗啡,溴,4
吗啡,碳酸氢钠,4
吗啡,氢氯噻嗪,4
吗啡,肝素钠,4
吗啡,苯妥英钠,4
吗啡,呋喃妥因,4
吗啡,新生霉素,4
吗啡,甲氧西林,4
吗啡,氯丙嗪,4
吗啡,异丙嗪,4
吗啡,哌替啶,4
吗啡,磺胺嘧啶,4
吗啡,磺胺甲基异嘿唑,4
吗啡,铁,4
吗啡,铝,4
吗啡,镁,4
吗啡,银,4
吗氯贝胺,奥美拉唑,3
吗氯贝胺,氟西汀,1
吗氯贝胺,帕罗西汀,1
吗氯贝胺,乙醇,2
吗氯贝胺,西咪替丁,3
吗氯贝胺,肾上腺素,6
吗氯贝胺,去甲肾上腺素,6
吗氯贝胺,沙美特罗,6
吗氯贝胺,溴莫尼定,6
吗氯贝胺,麻黄碱,7
吗氯贝胺,伪麻黄碱,7
吗氯贝胺,苯丙醇胺,7
吗氯贝胺,卡马西平,6
吗替麦考酚酯,阿昔洛韦,3
吗替麦考酚酯,巴利昔单抗,1
吗替麦考酚酯,伐昔洛韦,6
吗替麦考酚酯,聚卡波非钙,2
吗替麦考酚酯,坎地沙坦,1
吗替麦考酚酯,利福平,3
吗替麦考酚酯,泼尼松,1
吗替麦考酚酯,司维拉姆,2
吗替麦考酚酯,替米沙坦,3
吗替麦考酚酯,西罗莫司,1
吗替麦考酚酯,西那卡塞,1
吗替麦考酚酯,缬沙坦,1
美法仑,阿瑞匹坦,1
美法仑,别嘌醇,4
美金刚,奥氮平,1
美金刚,多奈哌齐,1
美金刚,二甲双胍,1
美金刚,格列本脲,1
美金刚,加兰他敏,1
美金刚,甲氧苄啶,7
美洛昔康,呋塞米,1
美洛昔康,甲氨蝶呤,1
美洛昔康,锂,2
美洛昔康,氨苄噻哌啶,4
美洛昔康,乙酰水杨酸,7
美洛昔康,环孢素,6
美洛昔康,氧氟沙星,4
美洛昔康,左氧氟沙星,4
美沙酮,布比卡因,2
美沙酮,对乙酰氨基酚,1
美沙酮,奈韦拉平,3
美沙酮,烟草,3
美沙酮,依非韦伦,3
美沙酮,苯妥英钠,3
美沙酮,赛庚啶,3
美沙酮,甲基麦角酰胺,3
美沙酮,异烟肼,4
美沙酮,颠茄,7
美沙酮,氟伐沙明,3
美沙酮,酮康唑,3
美沙酮,齐多夫定,6
美沙酮,利培酮,4
美沙酮,纳曲酮,4
美沙酮,美替拉酮,4
美沙酮,去羟肌苷,3
美沙酮,利福布丁,3
美沙酮,利福平,3
美沙酮,卡马西平,3
美沙酮,氯化铵,3
美沙酮,糖精钠,2
美沙酮,苋菜,2
美托洛尔,胺碘酮,3
美托洛尔,奥美拉唑,1
美托洛尔,苯海拉明,3
美托洛尔,地尔硫䓬,3
美托洛尔,非洛地平,1
美托洛尔,吉非替尼,1
美托洛尔,尼卡地平,1
美托洛尔,尼群地平,1
美托洛尔,泮托拉唑,1
美托洛尔,屈奈达隆,3
美托洛尔,维拉帕米,4
美托洛尔,胰岛素,2
美托洛尔,右丙氧芬,3
美托洛尔,戊巴比妥,3
美托洛尔,西咪替丁,3
美托洛尔,利福平,4
美托洛尔,锂盐,4
美西律,茶碱,3
美西律,氟伏沙明,3
美西律,氟康唑,1
美西律,环丙沙星,1
美西律,咖啡因,1
美西律,利多卡因,3
美西律,替扎尼定,3
美西律,西咪替丁,1
美西律,吗啡,4
美西律,苯妥英钠,3
美西律,利福平,3
美西律,阿托品,3
门冬胰岛素,地特胰岛素,2
孟鲁司特,倍氯米松,2
孟鲁司特,吡格列酮,1
孟鲁司特,橙汁,3
孟鲁司特,地氯雷他定,2
孟鲁司特,华法林,1
孟鲁司特,罗格列酮,1
孟鲁司特,西替利嗪,2
咪达唑仑,阿莫非尼,3
咪达唑仑,阿奇霉素,1
咪达唑仑,阿瑞匹坦,3
咪达唑仑,丙泊酚,2
咪达唑仑,泊沙康唑,3
咪达唑仑,布比卡因,1
咪达唑仑,蜂蜜,1
咪达唑仑,伏立康唑,3
咪达唑仑,氟伏沙明,1
咪达唑仑,氟马西尼,4
咪达唑仑,氟西汀,1
咪达唑仑,红霉素,3
咪达唑仑,加替沙星,1
咪达唑仑,甲硝唑,3
咪达唑仑,咖啡因,4
咪达唑仑,克拉霉素,3
咪达唑仑,利福昔明,4
咪达唑仑,氯胺酮,1
咪达唑仑,罗氟司特,1
咪达唑仑,罗红霉素,1
咪达唑仑,帕瑞考昔,1
咪达唑仑,葡萄柚汁,3
咪达唑仑,羟吗啡酮,1
咪达唑仑,石榴汁,1
咪达唑仑,替拉凡星,1
咪达唑仑,酮康唑,3
咪达唑仑,维生素E,1
咪达唑仑,乙醇,6
咪达唑仑,西咪替丁,3
咪达唑仑,雷尼替丁,3
咪达唑仑,依曲康唑,7
咪达唑仑,氨普那韦,7
咪达唑仑,阿扎那韦,7
咪达唑仑,达芦那韦,7
咪达唑仑,地拉韦啶,7
咪达唑仑,依发韦仑,7
咪达唑仑,呋山那韦,7
咪达唑仑,洛匹那韦,7
咪达唑仑,奈法唑酮,7
咪达唑仑,奈非那韦,7
咪达唑仑,利托那韦,7
咪达唑仑,沙奎那韦,7
咪达唑仑,替拉那韦,7
米氮平,锂,1
米氮平,利培酮,1
米氮平,西咪替丁,4
米氮平,乙醇,3
米氮平,氟西汀,4
米氮平,奥氮平,4
米氮平,氟伏沙明,4
米罗那非,乙醇,1
米索前列醇,普萘洛尔,1
米索前列醇,双氯芬酸,2
米索前列醇,阿司匹林,4
米索前列醇,环孢素,3
米索前列醇,泼尼松,3
米托坦,咪达唑仑,3
米托坦,舒尼替尼,3
莫雷西嗪,地尔硫䓬,2
莫雷西嗪,地高辛,1
莫西沙星,丙磺舒,1
莫西沙星,利福平,3
莫西沙星,伊曲康唑,1
那格列奈,GLP-1,3
那格列奈,醋硝香豆素,1
那格列奈,华法林,1
那格列奈,吉非贝齐,3
那格列奈,利福平,3
那格列奈,伊曲康唑,3
那格列奈,卡托普利,1
那格列奈,普伐他汀,1
那格列奈,尼卡地平,1
那格列奈,呋塞米,1
那格列奈,普萘洛尔,1
那格列奈,苯妥英钠,1
那格列奈,双氯芬酸,1
那格列奈,地高辛,1
那格列奈,水杨酸盐,0
那可丁,奥美拉唑,3
那可丁,氯沙坦,3
纳曲酮,美沙酮,4
奈法唑酮,阿普唑仑,3
奈法唑酮,地高辛,1
奈法唑酮,华法林,3
奈法唑酮,甲泼尼龙,3
奈法唑酮,锂,1
奈法唑酮,氯雷他定,6
奈法唑酮,普萘洛尔,1
奈法唑酮,三唑仑,3
奈法唑酮,特非那定,6
奈法唑酮,西咪替丁,1
奈拉替尼,酮康唑,2
奈韦拉平,阿扎那韦,3
奈韦拉平,达芦那韦,1
奈韦拉平,利福平,3
奈韦拉平,酮康唑,3
奈韦拉平,美沙酮,3
奈韦拉平,齐多夫定,0
奈韦拉平,去羟肌苷,0
奈韦拉平,司他夫定,0
奈韦拉平,拉米夫定,0
奈韦拉平,沙奎那韦,0
奈韦拉平,茚地那韦,0
奈韦拉平,西咪替丁,3
萘丁美酮,醋硝香豆素,1
萘普生,阿仑膦酸,3
萘普生,奥美拉唑,1
萘普生,苯海拉明,1
萘普生,丙戊酸,3
萘普生,法莫替丁,2
萘普生,非布司他,1
萘普生,甲氨蝶呤,1
萘普生,雷尼替丁,2
萘普生,尼卡地平,1
萘普生,普萘洛尔,1
萘普生,齐留通,1
萘普生,舒马普坦,1
萘普生,西咪替丁,2
萘普生,呋塞米,3
萘普生,肝素,5
萘普生,双香豆素,5
萘普生,丙磺舒,6
萘普生,阿司匹林,3
萘普生,饮酒,4
尼卡地平,普萘洛尔,1
尼卡地平,噻吗洛尔,1
尼卡地平,地高辛,3
尼卡地平,环孢素,3
尼卡地平,西咪替丁,3
尼洛替尼,华法林,1
尼美舒利,拉坦前列素,2
尼美舒利,西替利嗪,0
尼美舒利,阿司匹林,4
尼美舒利,水杨酸,4
尼美舒利,呋塞米,4
尼美舒利,甲磺丁脲,4
尼美舒利,茶碱,3
尼莫地平,葡萄柚汁,3
尼莫地平,西咪替丁,3
尼莫地平,胺碘酮,5
尼莫地平,芬太尼,7
尼莫地平,地高辛,3
尼群地平,胆汁酸,3
尼群地平,雷尼替丁,3
尼群地平,咪达唑仑,1
尼群地平,西咪替丁,1
尼群地平,洋地黄,3
尼索地平,葡萄柚汁,3
尼索地平,普萘洛尔,2
尼索地平,替米沙坦,1
尼索地平,酮康唑,3
尼索地平,西咪替丁,3
尼索地平,奎尼丁,3
尼索地平,利福平,3
尼索地平,西柚汁,6
尼扎替丁,乙醇,1
尼扎替丁,活性炭,5
尼扎替丁,咪达唑仑,4
尼扎替丁,地红霉素,4
尼扎替丁,头孢布烯,4
尼扎替丁,头孢妥仑,6
尼扎替丁,头孢泊肟,3
尼扎替丁,地拉夫定,3
尼扎替丁,伊曲康唑,3
诺氟沙星,姜黄素,1
诺氟沙星,环孢素,3
诺氟沙星,华法林,4
诺氟沙星,丙磺舒,6
诺氟沙星,呋喃妥因,4
诺氟沙星,多种维生素,5
米力农,右旋糖酐,7
穿琥宁,亚硫酸氢钠,7
诺氟沙星,咖啡因,6
诺氟沙星,利福平,3
诺氟沙星,伊曲康唑,3
诺氟沙星,氯霉素,3
诺氟沙星,依诺沙星,4
诺氟沙星,布洛芬,4
诺氟沙星,司帕沙星,7
欧车前亲水胶,钙,1
帕利哌酮,甲氧苄啶,1
帕利哌酮,左旋多巴,3
帕利哌酮,乙醇,4
帕罗西汀,阿立哌唑,2
帕罗西汀,非索非那定,1
帕罗西汀,氟卡尼,3
帕罗西汀,卡维地洛,3
帕罗西汀,拉索昔芬,1
帕罗西汀,美托洛尔,7
帕罗西汀,帕利哌酮,1
帕罗西汀,普伐他汀,2
帕罗西汀,他莫昔芬,3
帕罗西汀,特比萘芬,3
帕罗西汀,乙醇,3
帕罗西汀,强心苷,0
帕妥匹隆,奥美拉唑,1
帕妥匹隆,华法林,1
帕妥匹隆,咪达唑仑,1
帕唑帕尼,奥美拉唑,1
帕唑帕尼,华法林,1
帕唑帕尼,咖啡因,1
帕唑帕尼,咪达唑仑,1
帕唑帕尼,右美沙芬,1
哌甲酯,可卡因,1
哌甲酯,莫达非尼,1
哌甲酯,西酞普兰,2
哌甲酯,咖啡因,0
哌甲酯,胍乙啶,3
哌甲酯,可乐定,7
哌库溴铵,多黏菌素E,0
哌库溴铵,克林霉素,0
泮托拉唑,安替比林,1
泮托拉唑,克拉霉素,1
泮托拉唑,氯吡格雷,1
泮托拉唑,吗替麦考酚酯,3
泮托拉唑,麦考酚酸,1
泮托拉唑,碳酸钙,3
泮托拉唑,西沙必利,1
泮托拉唑,伊曲康唑,3
泮托拉唑,酮康唑,3
泮托拉唑,卡马西平,3
泮托拉唑,咖啡因,3
泮托拉唑,地西泮,3
泮托拉唑,双氯芬酸,3
泮托拉唑,地高辛,3
泮托拉唑,乙醇,3
泮托拉唑,格列本脲,3
泮托拉唑,美托洛尔,3
泮托拉唑,硝苯地平,3
泮托拉唑,新双香豆素,3
泮托拉唑,苯妥英,3
泮托拉唑,茶碱,3
泮托拉唑,华法林,3
培哚普利,螺内酯,4
培哚普利,氨苯蝶啶,4
培哚普利,阿米洛利,4
匹伐他汀,咪达唑仑,1
匹莫齐特,氯氮平,2
匹莫齐特,奎尼丁,6
匹莫齐特,二氢奎尼丁,6
匹莫齐特,普鲁卡因胺,6
匹莫齐特,阿普林定,6
匹莫齐特,吡二丙胺,6
匹莫齐特,普罗帕酮,6
匹莫齐特,劳卡尼,6
匹莫齐特,恩卡尼,6
匹莫齐特,氟卡尼,6
匹莫齐特,胺碘酮,6
